InvoiceID,InvoiceDate,CustomerName,Item,Quantity,UnitPrice,TotalAmount,GST,GrandTotal
INV00219,2026-02-24,Customer219,Product16,3,44042,132126,23782.68,155908.68
INV00220,2026-02-25,Customer220,Product13,3,21529,64587,11625.66,76212.66
INV00221,2026-02-26,Customer221,Product1,2,9359,18718,3369.24,22087.239999999998
INV00222,2026-02-27,Customer222,Product2,2,32353,64706,11647.08,76353.08
INV00223,2026-02-28,Customer223,Product14,2,43477,86954,15651.72,102605.72
INV00224,2026-02-01,Customer224,Product3,2,22380,44760,8056.8,52816.8
INV00225,2026-02-02,Customer225,Product14,5,23634,118170,21270.6,139440.6
INV00226,2026-02-03,Customer226,Product13,5,9830,49150,8847.0,57997.0
INV00227,2026-02-04,Customer227,Product18,2,13134,26268,4728.24,30996.239999999998
INV00228,2026-02-05,Customer228,Product4,2,13168,26336,4740.48,31076.48
INV00229,2026-02-06,Customer229,Product16,5,36906,184530,33215.4,217745.4
INV00230,2026-02-07,Customer230,Product18,4,24915,99660,17938.8,117598.8
INV00231,2026-02-08,Customer231,Product8,5,48886,244430,43997.4,288427.4
INV00232,2026-02-09,Customer232,Product10,5,44297,221485,39867.3,261352.3
INV00233,2026-02-10,Customer233,Product1,1,23107,23107,4159.26,27266.260000000002
INV00234,2026-02-11,Customer234,Product11,3,25621,76863,13835.34,90698.34
INV00235,2026-02-12,Customer235,Product13,1,18858,18858,3394.44,22252.44
INV00236,2026-02-13,Customer236,Product16,4,29147,116588,20985.84,137573.84
INV00237,2026-02-14,Customer237,Product15,1,25974,25974,4675.32,30649.32
INV00238,2026-02-15,Customer238,Product7,5,10531,52655,9477.9,62132.9
INV00239,2026-02-16,Customer239,Product3,5,20219,101095,18197.1,119292.1
INV00240,2026-02-17,Customer240,Product6,2,20356,40712,7328.16,48040.16
INV00241,2026-02-18,Customer241,Product4,4,9510,38040,6847.2,44887.2
INV00242,2026-02-19,Customer242,Product17,3,11144,33432,6017.76,39449.76
INV00243,2026-02-20,Customer243,Product4,5,43410,217050,39069.0,256119.0
INV00244,2026-02-21,Customer244,Product3,2,11905,23810,4285.8,28095.8
INV00245,2026-02-22,Customer245,Product6,5,33610,168050,30249.0,198299.0
INV00246,2026-02-23,Customer246,Product5,3,47798,143394,25810.92,169204.91999999998
INV00247,2026-02-24,Customer247,Product6,1,14438,14438,2598.84,17036.84
INV00248,2026-02-25,Customer248,Product15,4,41452,165808,29845.44,195653.44
INV00249,2026-02-26,Customer249,Product17,2,49580,99160,17848.8,117008.8
INV00250,2026-02-27,Customer250,Product3,2,43332,86664,15599.52,102263.52
INV00251,2026-02-28,Customer251,Product12,3,45498,136494,24568.92,161062.91999999998
INV00252,2026-02-01,Customer252,Product14,3,6627,19881,3578.58,23459.58
INV00253,2026-02-02,Customer253,Product16,2,44143,88286,15891.48,104177.48
INV00254,2026-02-03,Customer254,Product3,5,13648,68240,12283.2,80523.2
INV00255,2026-02-04,Customer255,Product17,2,39880,79760,14356.8,94116.8
INV00256,2026-02-05,Customer256,Product12,5,31964,159820,28767.6,188587.6
INV00257,2026-02-06,Customer257,Product11,1,45980,45980,8276.4,54256.4
INV00258,2026-02-07,Customer258,Product10,3,44895,134685,24243.3,158928.3
INV00259,2026-02-08,Customer259,Product17,4,37489,149956,26992.08,176948.08000000002
INV00260,2026-02-09,Customer260,Product19,2,12239,24478,4406.04,28884.04
INV00261,2026-02-10,Customer261,Product18,4,11240,44960,8092.8,53052.8
INV00262,2026-02-11,Customer262,Product4,1,49981,49981,8996.58,58977.58
INV00263,2026-02-12,Customer263,Product2,3,17843,53529,9635.22,63164.22
INV00264,2026-02-13,Customer264,Product16,4,45496,181984,32757.12,214741.12
INV00265,2026-02-14,Customer265,Product2,5,21835,109175,19651.5,128826.5
INV00266,2026-02-15,Customer266,Product3,4,20553,82212,14798.16,97010.16
INV00267,2026-02-16,Customer267,Product13,1,33761,33761,6076.98,39837.979999999996
INV00268,2026-02-17,Customer268,Product7,1,10824,10824,1948.32,12772.32
INV00269,2026-02-18,Customer269,Product15,4,48640,194560,35020.8,229580.8
INV00270,2026-02-19,Customer270,Product14,2,37438,74876,13477.68,88353.68
INV00271,2026-02-20,Customer271,Product13,1,17718,17718,3189.24,20907.239999999998
INV00272,2026-02-21,Customer272,Product3,4,14689,58756,10576.08,69332.08
INV00273,2026-02-22,Customer273,Product13,2,47367,94734,17052.12,111786.12
INV00274,2026-02-23,Customer274,Product19,1,36388,36388,6549.84,42937.84
INV00275,2026-02-24,Customer275,Product1,3,4078,12234,2202.12,14436.119999999999
INV00276,2026-02-25,Customer276,Product14,3,2791,8373,1507.14,9880.14
INV00277,2026-02-26,Customer277,Product3,4,14438,57752,10395.36,68147.36
INV00278,2026-02-27,Customer278,Product3,4,9592,38368,6906.24,45274.24
INV00279,2026-02-28,Customer279,Product5,4,14448,57792,10402.56,68194.56
INV00280,2026-02-01,Customer280,Product20,4,33409,133636,24054.48,157690.48
INV00281,2026-02-02,Customer281,Product6,3,36703,110109,19819.62,129928.62
INV00282,2026-02-03,Customer282,Product15,4,13228,52912,9524.16,62436.16
INV00283,2026-02-04,Customer283,Product5,5,19760,98800,17784.0,116584.0
INV00284,2026-02-05,Customer284,Product15,3,31065,93195,16775.1,109970.1
INV00285,2026-02-06,Customer285,Product20,5,12866,64330,11579.4,75909.4
INV00286,2026-02-07,Customer286,Product20,5,47451,237255,42705.9,279960.9
INV00287,2026-02-08,Customer287,Product8,2,26313,52626,9472.68,62098.68
INV00288,2026-02-09,Customer288,Product11,2,29281,58562,10541.16,69103.16
INV00289,2026-02-10,Customer289,Product2,5,14866,74330,13379.4,87709.4
INV00290,2026-02-11,Customer290,Product7,3,48146,144438,25998.84,170436.84
INV00291,2026-02-12,Customer291,Product20,1,26101,26101,4698.18,30799.18
INV00292,2026-02-13,Customer292,Product19,1,38852,38852,6993.36,45845.36
INV00293,2026-02-14,Customer293,Product19,2,23184,46368,8346.24,54714.24
INV00294,2026-02-15,Customer294,Product18,2,12674,25348,4562.64,29910.64
INV00295,2026-02-16,Customer295,Product18,2,898,1796,323.28,2119.2799999999997
INV00296,2026-02-17,Customer296,Product6,1,19973,19973,3595.14,23568.14
INV00297,2026-02-18,Customer297,Product2,5,41191,205955,37071.9,243026.9
INV00298,2026-02-19,Customer298,Product19,3,34078,102234,18402.12,120636.12
INV00299,2026-02-20,Customer299,Product4,3,20341,61023,10984.14,72007.14
INV00300,2026-02-21,Customer300,Product9,2,41331,82662,14879.16,97541.16
INV00301,2026-02-22,Customer301,Product12,4,33333,133332,23999.76,157331.76
INV00302,2026-02-23,Customer302,Product10,4,4719,18876,3397.68,22273.68
INV00303,2026-02-24,Customer303,Product4,5,40187,200935,36168.3,237103.3
INV00304,2026-02-25,Customer304,Product17,1,32603,32603,5868.54,38471.54
INV00305,2026-02-26,Customer305,Product6,4,34717,138868,24996.24,163864.24
INV00306,2026-02-27,Customer306,Product19,5,36034,180170,32430.6,212600.6
INV00307,2026-02-28,Customer307,Product5,4,39476,157904,28422.72,186326.72
INV00308,2026-02-01,Customer308,Product6,5,12416,62080,11174.4,73254.4
INV00309,2026-02-02,Customer309,Product19,2,7894,15788,2841.84,18629.84
INV00310,2026-02-03,Customer310,Product12,1,36261,36261,6526.98,42787.979999999996
INV00311,2026-02-04,Customer311,Product6,3,13008,39024,7024.32,46048.32
INV00312,2026-02-05,Customer312,Product13,5,41586,207930,37427.4,245357.4
INV00313,2026-02-06,Customer313,Product19,2,7475,14950,2691.0,17641.0
INV00314,2026-02-07,Customer314,Product17,5,16826,84130,15143.4,99273.4
INV00315,2026-02-08,Customer315,Product20,2,25410,50820,9147.6,59967.6
INV00316,2026-02-09,Customer316,Product20,2,13466,26932,4847.76,31779.760000000002
INV00317,2026-02-10,Customer317,Product8,1,23677,23677,4261.86,27938.86
INV00318,2026-02-11,Customer318,Product14,4,36295,145180,26132.4,171312.4
INV00319,2026-02-12,Customer319,Product13,5,41863,209315,37676.7,246991.7
INV00320,2026-02-13,Customer320,Product13,3,38269,114807,20665.26,135472.26
INV00321,2026-02-14,Customer321,Product16,3,8241,24723,4450.14,29173.14
INV00322,2026-02-15,Customer322,Product11,1,43757,43757,7876.26,51633.26
INV00323,2026-02-16,Customer323,Product13,5,15323,76615,13790.7,90405.7
INV00324,2026-02-17,Customer324,Product19,1,39071,39071,7032.78,46103.78
INV00325,2026-02-18,Customer325,Product20,5,7703,38515,6932.7,45447.7
INV00326,2026-02-19,Customer326,Product16,4,13982,55928,10067.04,65995.04000000001
INV00327,2026-02-20,Customer327,Product12,3,26609,79827,14368.86,94195.86
INV00328,2026-02-21,Customer328,Product10,5,7733,38665,6959.7,45624.7
INV00329,2026-02-22,Customer329,Product11,4,1409,5636,1014.48,6650.48
INV00330,2026-02-23,Customer330,Product20,3,41142,123426,22216.68,145642.68
INV00331,2026-02-24,Customer331,Product14,2,30297,60594,10906.92,71500.92
INV00332,2026-02-25,Customer332,Product8,2,8317,16634,2994.12,19628.12
INV00333,2026-02-26,Customer333,Product14,2,45760,91520,16473.6,107993.6
INV00334,2026-02-27,Customer334,Product5,1,29886,29886,5379.48,35265.479999999996
INV00335,2026-02-28,Customer335,Product17,1,36674,36674,6601.32,43275.32
INV00336,2026-02-01,Customer336,Product3,1,48198,48198,8675.64,56873.64
INV00337,2026-02-02,Customer337,Product20,1,46974,46974,8455.32,55429.32
INV00338,2026-02-03,Customer338,Product13,2,30704,61408,11053.44,72461.44
INV00339,2026-02-04,Customer339,Product5,4,16185,64740,11653.2,76393.2
INV00340,2026-02-05,Customer340,Product7,5,1613,8065,1451.7,9516.7
INV00341,2026-02-06,Customer341,Product1,2,1221,2442,439.56,2881.56
INV00342,2026-02-07,Customer342,Product3,5,18546,92730,16691.4,109421.4
INV00343,2026-02-08,Customer343,Product3,5,29439,147195,26495.1,173690.1
INV00344,2026-02-09,Customer344,Product12,5,48224,241120,43401.6,284521.6
INV00345,2026-02-10,Customer345,Product12,3,18096,54288,9771.84,64059.84
INV00346,2026-02-11,Customer346,Product20,5,46167,230835,41550.3,272385.3
INV00347,2026-02-12,Customer347,Product3,3,43131,129393,23290.74,152683.74
INV00348,2026-02-13,Customer348,Product7,3,8459,25377,4567.86,29944.86
INV00349,2026-02-14,Customer349,Product7,2,17517,35034,6306.12,41340.12
INV00350,2026-02-15,Customer350,Product15,5,22275,111375,20047.5,131422.5
INV00351,2026-02-16,Customer351,Product12,3,4479,13437,2418.66,15855.66
INV00352,2026-02-17,Customer352,Product20,5,9663,48315,8696.7,57011.7
INV00353,2026-02-18,Customer353,Product7,1,5641,5641,1015.38,6656.38
INV00354,2026-02-19,Customer354,Product15,2,44878,89756,16156.08,105912.08
