InvoiceID,InvoiceDate,CustomerName,Item,Quantity,UnitPrice,TotalAmount,GST,GrandTotal
INV00054,2026-02-27,Customer54,Product8,1,11762,11762,2117.16,13879.16
INV00055,2026-02-28,Customer55,Product14,2,7334,14668,2640.24,17308.239999999998
INV00056,2026-02-01,Customer56,Product19,3,30621,91863,16535.34,108398.34
INV00057,2026-02-02,Customer57,Product2,5,39890,199450,35901.0,235351.0
INV00058,2026-02-03,Customer58,Product18,1,44686,44686,8043.48,52729.479999999996
INV00059,2026-02-04,Customer59,Product6,5,23275,116375,20947.5,137322.5
INV00060,2026-02-05,Customer60,Product12,2,22163,44326,7978.68,52304.68
INV00061,2026-02-06,Customer61,Product7,5,18731,93655,16857.9,110512.9
INV00062,2026-02-07,Customer62,Product2,4,18858,75432,13577.76,89009.76
INV00063,2026-02-08,Customer63,Product5,1,49197,49197,8855.46,58052.46
INV00064,2026-02-09,Customer64,Product14,5,41134,205670,37020.6,242690.6
INV00065,2026-02-10,Customer65,Product8,1,39541,39541,7117.38,46658.38
INV00066,2026-02-11,Customer66,Product19,5,18973,94865,17075.7,111940.7
INV00067,2026-02-12,Customer67,Product14,4,2199,8796,1583.28,10379.28
INV00068,2026-02-13,Customer68,Product12,5,13350,66750,12015.0,78765.0
INV00069,2026-02-14,Customer69,Product10,3,2859,8577,1543.86,10120.86
INV00070,2026-02-15,Customer70,Product6,5,42310,211550,38079.0,249629.0
INV00071,2026-02-16,Customer71,Product17,1,16893,16893,3040.74,19933.739999999998
INV00072,2026-02-17,Customer72,Product18,3,36138,108414,19514.52,127928.52
INV00073,2026-02-18,Customer73,Product4,2,26998,53996,9719.28,63715.28
INV00074,2026-02-19,Customer74,Product7,3,11698,35094,6316.92,41410.92
INV00075,2026-02-20,Customer75,Product14,5,29194,145970,26274.6,172244.6
INV00076,2026-02-21,Customer76,Product13,2,2683,5366,965.88,6331.88
INV00077,2026-02-22,Customer77,Product5,3,20932,62796,11303.28,74099.28
INV00078,2026-02-23,Customer78,Product11,4,28086,112344,20221.92,132565.91999999998
INV00079,2026-02-24,Customer79,Product7,5,20023,100115,18020.7,118135.7
INV00080,2026-02-25,Customer80,Product17,2,13101,26202,4716.36,30918.36
INV00081,2026-02-26,Customer81,Product6,3,38638,115914,20864.52,136778.52
INV00082,2026-02-27,Customer82,Product19,3,29915,89745,16154.1,105899.1
INV00083,2026-02-28,Customer83,Product11,1,14035,14035,2526.3,16561.3
INV00084,2026-02-01,Customer84,Product13,2,19375,38750,6975.0,45725.0
INV00085,2026-02-02,Customer85,Product18,1,13393,13393,2410.74,15803.74
INV00086,2026-02-03,Customer86,Product5,4,27193,108772,19578.96,128350.95999999999
INV00087,2026-02-04,Customer87,Product8,2,32317,64634,11634.12,76268.12
INV00088,2026-02-05,Customer88,Product8,1,10069,10069,1812.42,11881.42
INV00089,2026-02-06,Customer89,Product4,3,22361,67083,12074.94,79157.94
INV00090,2026-02-07,Customer90,Product9,4,27518,110072,19812.96,129884.95999999999
INV00091,2026-02-08,Customer91,Product12,5,3047,15235,2742.3,17977.3
INV00092,2026-02-09,Customer92,Product8,3,43508,130524,23494.32,154018.32
INV00093,2026-02-10,Customer93,Product6,4,19040,76160,13708.8,89868.8
INV00094,2026-02-11,Customer94,Product9,1,43723,43723,7870.14,51593.14
INV00095,2026-02-12,Customer95,Product11,4,49417,197668,35580.24,233248.24
INV00096,2026-02-13,Customer96,Product17,1,28610,28610,5149.8,33759.8
INV00097,2026-02-14,Customer97,Product4,5,28990,144950,26091.0,171041.0
INV00098,2026-02-15,Customer98,Product15,2,44186,88372,15906.96,104278.95999999999
INV00099,2026-02-16,Customer99,Product12,3,30107,90321,16257.78,106578.78
INV00100,2026-02-17,Customer100,Product18,1,39383,39383,7088.94,46471.94
INV00101,2026-02-18,Customer101,Product16,5,25430,127150,22887.0,150037.0
INV00102,2026-02-19,Customer102,Product14,4,29607,118428,21317.04,139745.04
INV00103,2026-02-20,Customer103,Product8,1,33461,33461,6022.98,39483.979999999996
INV00104,2026-02-21,Customer104,Product11,4,4942,19768,3558.24,23326.239999999998
INV00105,2026-02-22,Customer105,Product7,4,10314,41256,7426.08,48682.08
INV00106,2026-02-23,Customer106,Product7,4,6352,25408,4573.44,29981.44
INV00107,2026-02-24,Customer107,Product1,5,34021,170105,30618.9,200723.9
INV00108,2026-02-25,Customer108,Product2,3,15610,46830,8429.4,55259.4
INV00109,2026-02-26,Customer109,Product10,3,3376,10128,1823.04,11951.04
INV00110,2026-02-27,Customer110,Product13,3,31105,93315,16796.7,110111.7
INV00111,2026-02-28,Customer111,Product18,1,17176,17176,3091.68,20267.68
INV00112,2026-02-01,Customer112,Product5,3,28514,85542,15397.56,100939.56
INV00113,2026-02-02,Customer113,Product8,1,19940,19940,3589.2,23529.2
INV00114,2026-02-03,Customer114,Product16,5,9716,48580,8744.4,57324.4
INV00115,2026-02-04,Customer115,Product20,3,13485,40455,7281.9,47736.9
INV00116,2026-02-05,Customer116,Product1,3,34622,103866,18695.88,122561.88
INV00117,2026-02-06,Customer117,Product17,4,24812,99248,17864.64,117112.64
INV00118,2026-02-07,Customer118,Product14,3,24079,72237,13002.66,85239.66
INV00119,2026-02-08,Customer119,Product2,3,40964,122892,22120.56,145012.56
INV00120,2026-02-09,Customer120,Product4,4,6913,27652,4977.36,32629.36
INV00121,2026-02-10,Customer121,Product8,2,46983,93966,16913.88,110879.88
INV00122,2026-02-11,Customer122,Product5,4,7821,31284,5631.12,36915.12
INV00123,2026-02-12,Customer123,Product19,5,24611,123055,22149.9,145204.9
INV00124,2026-02-13,Customer124,Product8,4,38713,154852,27873.36,182725.36
INV00125,2026-02-14,Customer125,Product8,1,43694,43694,7864.92,51558.92
INV00126,2026-02-15,Customer126,Product18,1,33657,33657,6058.26,39715.26
INV00127,2026-02-16,Customer127,Product12,1,31661,31661,5698.98,37359.979999999996
INV00128,2026-02-17,Customer128,Product7,4,4971,19884,3579.12,23463.12
INV00129,2026-02-18,Customer129,Product8,5,12999,64995,11699.1,76694.1
INV00130,2026-02-19,Customer130,Product4,4,21210,84840,15271.2,100111.2
INV00131,2026-02-20,Customer131,Product5,4,46269,185076,33313.68,218389.68
INV00132,2026-02-21,Customer132,Product8,3,49398,148194,26674.92,174868.91999999998
INV00133,2026-02-22,Customer133,Product14,5,38583,192915,34724.7,227639.7
INV00134,2026-02-23,Customer134,Product2,4,13696,54784,9861.12,64645.12
INV00135,2026-02-24,Customer135,Product14,1,12035,12035,2166.3,14201.3
INV00136,2026-02-25,Customer136,Product19,3,5382,16146,2906.28,19052.28
INV00137,2026-02-26,Customer137,Product8,3,30259,90777,16339.86,107116.86
INV00138,2026-02-27,Customer138,Product16,5,20932,104660,18838.8,123498.8
INV00139,2026-02-28,Customer139,Product1,4,43783,175132,31523.76,206655.76
INV00140,2026-02-01,Customer140,Product7,1,32205,32205,5796.9,38001.9
INV00141,2026-02-02,Customer141,Product10,4,48667,194668,35040.24,229708.24
INV00142,2026-02-03,Customer142,Product11,5,16577,82885,14919.3,97804.3
INV00143,2026-02-04,Customer143,Product12,4,29775,119100,21438.0,140538.0
INV00144,2026-02-05,Customer144,Product3,1,14964,14964,2693.52,17657.52
INV00145,2026-02-06,Customer145,Product4,4,13178,52712,9488.16,62200.16
INV00146,2026-02-07,Customer146,Product4,2,2668,5336,960.48,6296.48
INV00147,2026-02-08,Customer147,Product17,2,41214,82428,14837.04,97265.04000000001
INV00148,2026-02-09,Customer148,Product4,2,14893,29786,5361.48,35147.479999999996
INV00149,2026-02-10,Customer149,Product12,4,39956,159824,28768.32,188592.32
INV00150,2026-02-11,Customer150,Product11,3,39058,117174,21091.32,138265.32
INV00151,2026-02-12,Customer151,Product3,5,7993,39965,7193.7,47158.7
INV00152,2026-02-13,Customer152,Product13,1,5021,5021,903.78,5924.78
INV00153,2026-02-14,Customer153,Product13,3,46712,140136,25224.48,165360.48
INV00154,2026-02-15,Customer154,Product20,2,9787,19574,3523.32,23097.32
INV00155,2026-02-16,Customer155,Product19,2,49459,98918,17805.24,116723.24
INV00156,2026-02-17,Customer156,Product11,2,35600,71200,12816.0,84016.0
INV00157,2026-02-18,Customer157,Product5,2,8769,17538,3156.84,20694.84
INV00158,2026-02-19,Customer158,Product17,3,19337,58011,10441.98,68452.98
INV00159,2026-02-20,Customer159,Product13,1,15773,15773,2839.14,18612.14
INV00160,2026-02-21,Customer160,Product13,3,38786,116358,20944.44,137302.44
INV00161,2026-02-22,Customer161,Product6,4,43916,175664,31619.52,207283.52
INV00162,2026-02-23,Customer162,Product15,2,32958,65916,11864.88,77780.88
INV00163,2026-02-24,Customer163,Product20,3,36972,110916,19964.88,130880.88
INV00164,2026-02-25,Customer164,Product19,3,13843,41529,7475.22,49004.22
INV00165,2026-02-26,Customer165,Product17,5,10396,51980,9356.4,61336.4
INV00166,2026-02-27,Customer166,Product12,5,38156,190780,34340.4,225120.4
INV00167,2026-02-28,Customer167,Product17,1,47215,47215,8498.7,55713.7
INV00168,2026-02-01,Customer168,Product9,1,22291,22291,4012.38,26303.38
INV00169,2026-02-02,Customer169,Product18,2,19198,38396,6911.28,45307.28
INV00170,2026-02-03,Customer170,Product18,1,7160,7160,1288.8,8448.8
INV00171,2026-02-04,Customer171,Product4,5,10950,54750,9855.0,64605.0
INV00172,2026-02-05,Customer172,Product2,2,40436,80872,14556.96,95428.95999999999
INV00173,2026-02-06,Customer173,Product7,1,25980,25980,4676.4,30656.4
INV00174,2026-02-07,Customer174,Product3,5,46412,232060,41770.8,273830.8
INV00175,2026-02-08,Customer175,Product16,5,44889,224445,40400.1,264845.1
INV00176,2026-02-09,Customer176,Product18,4,17585,70340,12661.2,83001.2
INV00177,2026-02-10,Customer177,Product3,3,17746,53238,9582.84,62820.84
INV00178,2026-02-11,Customer178,Product8,2,35443,70886,12759.48,83645.48
INV00179,2026-02-12,Customer179,Product12,3,47793,143379,25808.22,169187.22
INV00180,2026-02-13,Customer180,Product17,2,23792,47584,8565.12,56149.12
INV00181,2026-02-14,Customer181,Product2,4,23533,94132,16943.76,111075.76
INV00182,2026-02-15,Customer182,Product10,1,11977,11977,2155.86,14132.86
INV00183,2026-02-16,Customer183,Product1,5,17965,89825,16168.5,105993.5
INV00184,2026-02-17,Customer184,Product19,2,18048,36096,6497.28,42593.28
INV00185,2026-02-18,Customer185,Product19,4,32934,131736,23712.48,155448.48
INV00186,2026-02-19,Customer186,Product10,3,10473,31419,5655.42,37074.42
INV00187,2026-02-20,Customer187,Product9,1,10443,10443,1879.74,12322.74
INV00188,2026-02-21,Customer188,Product10,1,29720,29720,5349.6,35069.6
INV00189,2026-02-22,Customer189,Product9,3,38077,114231,20561.58,134792.58000000002
INV00190,2026-02-23,Customer190,Product18,1,14338,14338,2580.84,16918.84
INV00191,2026-02-24,Customer191,Product7,3,21605,64815,11666.7,76481.7
INV00192,2026-02-25,Customer192,Product14,3,9261,27783,5000.94,32783.94
INV00193,2026-02-26,Customer193,Product3,2,13801,27602,4968.36,32570.36
INV00194,2026-02-27,Customer194,Product5,1,39606,39606,7129.08,46735.08
INV00195,2026-02-28,Customer195,Product17,5,25138,125690,22624.2,148314.2
INV00196,2026-02-01,Customer196,Product12,3,4241,12723,2290.14,15013.14
INV00197,2026-02-02,Customer197,Product6,2,9152,18304,3294.72,21598.72
INV00198,2026-02-03,Customer198,Product5,2,10711,21422,3855.96,25277.96
INV00199,2026-02-04,Customer199,Product7,2,40007,80014,14402.52,94416.52
INV00200,2026-02-05,Customer200,Product17,4,7946,31784,5721.12,37505.12
INV00201,2026-02-06,Customer201,Product14,1,17822,17822,3207.96,21029.96
INV00202,2026-02-07,Customer202,Product18,3,36105,108315,19496.7,127811.7
INV00203,2026-02-08,Customer203,Product20,3,24594,73782,13280.76,87062.76
INV00204,2026-02-09,Customer204,Product14,2,17843,35686,6423.48,42109.479999999996
INV00205,2026-02-10,Customer205,Product8,3,18210,54630,9833.4,64463.4
INV00206,2026-02-11,Customer206,Product11,2,44309,88618,15951.24,104569.24
INV00207,2026-02-12,Customer207,Product6,2,20040,40080,7214.4,47294.4
INV00208,2026-02-13,Customer208,Product10,4,39424,157696,28385.28,186081.28
INV00209,2026-02-14,Customer209,Product14,4,27122,108488,19527.84,128015.84
INV00210,2026-02-15,Customer210,Product17,5,47453,237265,42707.7,279972.7
INV00211,2026-02-16,Customer211,Product17,2,11024,22048,3968.64,26016.64
INV00212,2026-02-17,Customer212,Product3,3,6894,20682,3722.76,24404.760000000002
INV00213,2026-02-18,Customer213,Product14,3,19638,58914,10604.52,69518.52
INV00214,2026-02-19,Customer214,Product18,5,44503,222515,40052.7,262567.7
INV00215,2026-02-20,Customer215,Product5,5,49701,248505,44730.9,293235.9
INV00216,2026-02-21,Customer216,Product9,2,7921,15842,2851.56,18693.56
INV00217,2026-02-22,Customer217,Product5,3,16206,48618,8751.24,57369.24
INV00218,2026-02-23,Customer218,Product6,4,47321,189284,34071.12,223355.12
INV00219,2026-02-24,Customer219,Product2,2,24782,49564,8921.52,58485.520000000004
INV00220,2026-02-25,Customer220,Product17,3,45676,137028,24665.04,161693.04
INV00221,2026-02-26,Customer221,Product15,1,18033,18033,3245.94,21278.94
INV00222,2026-02-27,Customer222,Product9,2,28294,56588,10185.84,66773.84
INV00223,2026-02-28,Customer223,Product16,1,13322,13322,2397.96,15719.96
INV00224,2026-02-01,Customer224,Product11,1,45945,45945,8270.1,54215.1
INV00225,2026-02-02,Customer225,Product4,4,30798,123192,22174.56,145366.56
INV00226,2026-02-03,Customer226,Product1,5,40992,204960,36892.8,241852.8
INV00227,2026-02-04,Customer227,Product10,2,20841,41682,7502.76,49184.76
INV00228,2026-02-05,Customer228,Product8,2,32818,65636,11814.48,77450.48
INV00229,2026-02-06,Customer229,Product10,1,48519,48519,8733.42,57252.42
INV00230,2026-02-07,Customer230,Product4,4,47552,190208,34237.44,224445.44
INV00231,2026-02-08,Customer231,Product7,1,20338,20338,3660.84,23998.84
INV00232,2026-02-09,Customer232,Product15,3,44481,133443,24019.74,157462.74
INV00233,2026-02-10,Customer233,Product8,5,25952,129760,23356.8,153116.8
INV00234,2026-02-11,Customer234,Product3,5,1036,5180,932.4,6112.4
INV00235,2026-02-12,Customer235,Product7,5,43635,218175,39271.5,257446.5
INV00236,2026-02-13,Customer236,Product14,1,20268,20268,3648.24,23916.239999999998
INV00237,2026-02-14,Customer237,Product9,3,20092,60276,10849.68,71125.68
INV00238,2026-02-15,Customer238,Product8,1,18895,18895,3401.1,22296.1
INV00239,2026-02-16,Customer239,Product20,4,47400,189600,34128.0,223728.0
INV00240,2026-02-17,Customer240,Product6,2,6406,12812,2306.16,15118.16
INV00241,2026-02-18,Customer241,Product20,2,34180,68360,12304.8,80664.8
INV00242,2026-02-19,Customer242,Product1,1,9461,9461,1702.98,11163.98
INV00243,2026-02-20,Customer243,Product3,1,40041,40041,7207.38,47248.38
INV00244,2026-02-21,Customer244,Product7,4,19138,76552,13779.36,90331.36
INV00245,2026-02-22,Customer245,Product13,1,42468,42468,7644.24,50112.24
INV00246,2026-02-23,Customer246,Product3,2,30620,61240,11023.2,72263.2
INV00247,2026-02-24,Customer247,Product17,1,5233,5233,941.94,6174.9400000000005
INV00248,2026-02-25,Customer248,Product6,3,39189,117567,21162.06,138729.06
INV00249,2026-02-26,Customer249,Product15,5,31088,155440,27979.2,183419.2
INV00250,2026-02-27,Customer250,Product13,1,48330,48330,8699.4,57029.4
INV00251,2026-02-28,Customer251,Product16,3,26073,78219,14079.42,92298.42
INV00252,2026-02-01,Customer252,Product19,3,540,1620,291.6,1911.6
INV00253,2026-02-02,Customer253,Product16,4,25030,100120,18021.6,118141.6
INV00254,2026-02-03,Customer254,Product8,3,43966,131898,23741.64,155639.64
INV00255,2026-02-04,Customer255,Product6,1,2772,2772,498.96,3270.96
INV00256,2026-02-05,Customer256,Product13,3,2593,7779,1400.22,9179.22
INV00257,2026-02-06,Customer257,Product20,4,22950,91800,16524.0,108324.0
INV00258,2026-02-07,Customer258,Product17,4,32758,131032,23585.76,154617.76
INV00259,2026-02-08,Customer259,Product10,4,20202,80808,14545.44,95353.44
INV00260,2026-02-09,Customer260,Product16,5,6666,33330,5999.4,39329.4
INV00261,2026-02-10,Customer261,Product20,3,26520,79560,14320.8,93880.8
INV00262,2026-02-11,Customer262,Product1,1,46100,46100,8298.0,54398.0
INV00263,2026-02-12,Customer263,Product6,2,903,1806,325.08,2131.08
INV00264,2026-02-13,Customer264,Product13,2,25061,50122,9021.96,59143.96
INV00265,2026-02-14,Customer265,Product12,3,36205,108615,19550.7,128165.7
INV00266,2026-02-15,Customer266,Product8,3,47081,141243,25423.74,166666.74
INV00267,2026-02-16,Customer267,Product13,1,12825,12825,2308.5,15133.5
INV00268,2026-02-17,Customer268,Product4,1,38654,38654,6957.72,45611.72
INV00269,2026-02-18,Customer269,Product12,3,10266,30798,5543.64,36341.64
INV00270,2026-02-19,Customer270,Product2,5,16787,83935,15108.3,99043.3
INV00271,2026-02-20,Customer271,Product14,5,8861,44305,7974.9,52279.9
INV00272,2026-02-21,Customer272,Product11,4,48534,194136,34944.48,229080.48
INV00273,2026-02-22,Customer273,Product12,5,40781,203905,36702.9,240607.9
INV00274,2026-02-23,Customer274,Product4,3,11786,35358,6364.44,41722.44
INV00275,2026-02-24,Customer275,Product20,1,1560,1560,280.8,1840.8
INV00276,2026-02-25,Customer276,Product9,3,41089,123267,22188.06,145455.06
INV00277,2026-02-26,Customer277,Product8,1,8479,8479,1526.22,10005.22
INV00278,2026-02-27,Customer278,Product8,3,5555,16665,2999.7,19664.7
INV00279,2026-02-28,Customer279,Product12,1,8777,8777,1579.86,10356.86
INV00280,2026-02-01,Customer280,Product2,3,44720,134160,24148.8,158308.8
INV00281,2026-02-02,Customer281,Product16,4,36408,145632,26213.76,171845.76
INV00282,2026-02-03,Customer282,Product20,5,43896,219480,39506.4,258986.4
INV00283,2026-02-04,Customer283,Product2,2,44436,88872,15996.96,104868.95999999999
INV00284,2026-02-05,Customer284,Product1,2,5925,11850,2133.0,13983.0
INV00285,2026-02-06,Customer285,Product4,3,41280,123840,22291.2,146131.2
INV00286,2026-02-07,Customer286,Product15,1,48412,48412,8714.16,57126.16
INV00287,2026-02-08,Customer287,Product20,2,46887,93774,16879.32,110653.32
INV00288,2026-02-09,Customer288,Product15,3,9515,28545,5138.1,33683.1
INV00289,2026-02-10,Customer289,Product16,2,25430,50860,9154.8,60014.8
INV00290,2026-02-11,Customer290,Product20,2,5745,11490,2068.2,13558.2
INV00291,2026-02-12,Customer291,Product12,4,10697,42788,7701.84,50489.84
INV00292,2026-02-13,Customer292,Product12,1,31802,31802,5724.36,37526.36
INV00293,2026-02-14,Customer293,Product12,1,27363,27363,4925.34,32288.34
INV00294,2026-02-15,Customer294,Product3,5,23025,115125,20722.5,135847.5
INV00295,2026-02-16,Customer295,Product1,5,45435,227175,40891.5,268066.5
INV00296,2026-02-17,Customer296,Product1,2,26155,52310,9415.8,61725.8
INV00297,2026-02-18,Customer297,Product2,5,14379,71895,12941.1,84836.1
INV00298,2026-02-19,Customer298,Product14,5,21364,106820,19227.6,126047.6
INV00299,2026-02-20,Customer299,Product4,4,14405,57620,10371.6,67991.6
INV00300,2026-02-21,Customer300,Product18,2,37755,75510,13591.8,89101.8
INV00301,2026-02-22,Customer301,Product15,4,45588,182352,32823.36,215175.36
INV00302,2026-02-23,Customer302,Product19,1,48931,48931,8807.58,57738.58
INV00303,2026-02-24,Customer303,Product18,5,7588,37940,6829.2,44769.2
INV00304,2026-02-25,Customer304,Product17,1,27426,27426,4936.68,32362.68
INV00305,2026-02-26,Customer305,Product3,4,17472,69888,12579.84,82467.84
INV00306,2026-02-27,Customer306,Product17,2,14800,29600,5328.0,34928.0
INV00307,2026-02-28,Customer307,Product5,4,48075,192300,34614.0,226914.0
INV00308,2026-02-01,Customer308,Product19,4,11147,44588,8025.84,52613.84
INV00309,2026-02-02,Customer309,Product10,5,43918,219590,39526.2,259116.2
INV00310,2026-02-03,Customer310,Product16,5,37442,187210,33697.8,220907.8
INV00311,2026-02-04,Customer311,Product16,3,37523,112569,20262.42,132831.41999999998
INV00312,2026-02-05,Customer312,Product7,4,44841,179364,32285.52,211649.52
INV00313,2026-02-06,Customer313,Product20,4,35211,140844,25351.92,166195.91999999998
INV00314,2026-02-07,Customer314,Product3,3,23544,70632,12713.76,83345.76
INV00315,2026-02-08,Customer315,Product2,4,20177,80708,14527.44,95235.44
INV00316,2026-02-09,Customer316,Product18,4,19896,79584,14325.12,93909.12
INV00317,2026-02-10,Customer317,Product20,3,47709,143127,25762.86,168889.86
INV00318,2026-02-11,Customer318,Product12,5,16309,81545,14678.1,96223.1
INV00319,2026-02-12,Customer319,Product10,3,19321,57963,10433.34,68396.34
INV00320,2026-02-13,Customer320,Product8,5,24810,124050,22329.0,146379.0
INV00321,2026-02-14,Customer321,Product17,4,26402,105608,19009.44,124617.44
INV00322,2026-02-15,Customer322,Product15,4,16367,65468,11784.24,77252.24
INV00323,2026-02-16,Customer323,Product17,1,49127,49127,8842.86,57969.86
INV00324,2026-02-17,Customer324,Product5,4,38441,153764,27677.52,181441.52
INV00325,2026-02-18,Customer325,Product8,1,9435,9435,1698.3,11133.3
INV00326,2026-02-19,Customer326,Product6,4,31779,127116,22880.88,149996.88
INV00327,2026-02-20,Customer327,Product7,1,45364,45364,8165.52,53529.520000000004
INV00328,2026-02-21,Customer328,Product10,2,19426,38852,6993.36,45845.36
INV00329,2026-02-22,Customer329,Product16,5,26674,133370,24006.6,157376.6
INV00330,2026-02-23,Customer330,Product12,1,24068,24068,4332.24,28400.239999999998
INV00331,2026-02-24,Customer331,Product20,4,40539,162156,29188.08,191344.08000000002
INV00332,2026-02-25,Customer332,Product13,1,3107,3107,559.26,3666.26
INV00333,2026-02-26,Customer333,Product1,5,31643,158215,28478.7,186693.7
INV00334,2026-02-27,Customer334,Product19,2,35509,71018,12783.24,83801.24
INV00335,2026-02-28,Customer335,Product19,5,13273,66365,11945.7,78310.7
INV00336,2026-02-01,Customer336,Product3,1,17619,17619,3171.42,20790.42
INV00337,2026-02-02,Customer337,Product3,5,25683,128415,23114.7,151529.7
INV00338,2026-02-03,Customer338,Product7,4,24159,96636,17394.48,114030.48
INV00339,2026-02-04,Customer339,Product18,2,9736,19472,3504.96,22976.96
INV00340,2026-02-05,Customer340,Product16,2,41823,83646,15056.28,98702.28
INV00341,2026-02-06,Customer341,Product19,2,16507,33014,5942.52,38956.520000000004
INV00342,2026-02-07,Customer342,Product3,3,42916,128748,23174.64,151922.64
INV00343,2026-02-08,Customer343,Product13,2,38056,76112,13700.16,89812.16
INV00344,2026-02-09,Customer344,Product14,5,26011,130055,23409.9,153464.9
INV00345,2026-02-10,Customer345,Product1,3,17633,52899,9521.82,62420.82
INV00346,2026-02-11,Customer346,Product9,4,38838,155352,27963.36,183315.36
INV00347,2026-02-12,Customer347,Product7,5,23422,117110,21079.8,138189.8
INV00348,2026-02-13,Customer348,Product13,1,38684,38684,6963.12,45647.12
INV00349,2026-02-14,Customer349,Product11,4,5610,22440,4039.2,26479.2
INV00350,2026-02-15,Customer350,Product19,1,14029,14029,2525.22,16554.22
INV00351,2026-02-16,Customer351,Product14,1,11751,11751,2115.18,13866.18
INV00352,2026-02-17,Customer352,Product4,1,8291,8291,1492.38,9783.380000000001
INV00353,2026-02-18,Customer353,Product4,5,23311,116555,20979.9,137534.9
INV00354,2026-02-19,Customer354,Product15,5,14526,72630,13073.4,85703.4
